Pokemon,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2
Grumpig (Shadow),326,Psychic,None,171,188,190,610128.3465693246,26.0,1499,CHARGE_BEAM,MIRROR_COAT,PSYCHIC
Spinda,327,Normal,None,116,116,155,734266.7948291833,50.0,1098,PSYCHO_CUT,DIG,ICY_WIND
Trapinch,328,Ground,None,162,78,128,569410.9298123776,50.0,1142,MUD_SHOT,CRUNCH,DIG
Trapinch (Shadow),328,Ground,None,162,78,128,569410.9298123776,50.0,1142,MUD_SHOT,CRUNCH,DIG
Vibrava,329,Ground,Dragon,134,99,137,639833.2017030132,50.0,1101,DRAGON_BREATH,BUG_BUZZ,BULLDOZE
Vibrava (Shadow),329,Ground,Dragon,134,99,137,639833.2017030132,50.0,1101,DRAGON_BREATH,BUG_BUZZ,BULLDOZE
Flygon,330,Ground,Dragon,205,168,190,423555.0407928541,22.5,1470,DRAGON_TAIL,DRAGON_CLAW,EARTHQUAKE
Flygon (Shadow),330,Ground,Dragon,205,168,190,423555.0407928541,22.5,1470,DRAGON_TAIL,DRAGON_CLAW,EARTHQUAKE
Cacnea,331,Grass,None,156,74,137,556779.3216085922,50.0,1109,POISON_STING,BRICK_BREAK,GRASS_KNOT
Cacnea (Shadow),331,Grass,None,156,74,137,556779.3216085922,50.0,1109,POISON_STING,BRICK_BREAK,GRASS_KNOT
Cacturne,332,Grass,Dark,221,115,172,489006.56717044726,27.0,1497,POISON_JAB,DARK_PULSE,DYNAMIC_PUNCH
Cacturne (Shadow),332,Grass,Dark,221,115,172,489006.56717044726,27.0,1497,POISON_JAB,DARK_PULSE,DYNAMIC_PUNCH
Swablu,333,Normal,Flying,76,132,128,452067.93667915254,50.0,697,ASTONISH,AERIAL_ACE,DISARMING_VOICE
Altaria,334,Dragon,Flying,141,201,181,889721.407867087,32.5,1499,DRAGON_BREATH,DAZZLING_GLEAM,DRAGON_PULSE
Altaria (Mega),334,Dragon,Fairy,222,218,181,341408.55939801305,19.0,1495,DRAGON_BREATH,DAZZLING_GLEAM,DRAGON_PULSE
Zangoose,335,Normal,None,222,124,177,459151.50916318205,25.5,1496,FURY_CUTTER,CLOSE_COMBAT,DIG
Seviper,336,Poison,None,196,118,177,597320.4905981703,29.5,1491,IRON_TAIL,CRUNCH,POISON_FANG
Lunatone,337,Rock,Psychic,178,153,207,596236.7263036326,26.5,1498,CONFUSION,MOONBLAST,PSYCHIC
Solrock,338,Rock,Psychic,178,153,207,596236.7263036326,26.5,1498,CONFUSION,PSYCHIC,ROCK_SLIDE
Barboach,339,Water,Ground,93,82,137,367810.04041815,50.0,696,MUD_SHOT,AQUA_TAIL,ICE_BEAM
Barboach (Shadow),339,Water,Ground,93,82,137,367810.04041815,50.0,696,MUD_SHOT,AQUA_TAIL,ICE_BEAM
Whiscash,340,Water,Ground,151,141,242,790696.3902554531,30.0,1493,MUD_SHOT,BLIZZARD,MUD_BOMB
Whiscash (Shadow),340,Water,Ground,151,141,242,790696.3902554531,30.0,1493,MUD_SHOT,BLIZZARD,MUD_BOMB
Corphish,341,Water,None,141,99,125,614285.8797263105,50.0,1107,BUBBLE,AQUA_JET,BUBBLE_BEAM
Corphish (Shadow),341,Water,None,141,99,125,614285.8797263105,50.0,1107,BUBBLE,AQUA_JET,BUBBLE_BEAM
Crawdaunt,342,Water,Dark,224,142,160,425333.201590996,24.5,1476,SNARL,BUBBLE_BEAM,NIGHT_SLASH
Crawdaunt (Shadow),342,Water,Dark,224,142,160,425333.201590996,24.5,1476,SNARL,BUBBLE_BEAM,NIGHT_SLASH
Baltoy,343,Ground,Psychic,77,124,120,403366.53889546095,50.0,663,CONFUSION,DIG,GYRO_BALL
Claydol,344,Ground,Psychic,140,229,155,903914.611178772,33.5,1494,CONFUSION,EARTHQUAKE,GYRO_BALL
Lileep,345,Rock,Grass,105,150,165,914893.8634221645,50.0,1166,ACID,ANCIENT_POWER,GRASS_KNOT
Lileep (Shadow),345,Rock,Grass,105,150,165,914893.8634221645,50.0,1166,ACID,ANCIENT_POWER,GRASS_KNOT
Cradily,346,Rock,Grass,152,194,200,735808.8345765369,28.0,1496,ACID,BULLDOZE,GRASS_KNOT
Cradily (Shadow),346,Rock,Grass,152,194,200,735808.8345765369,28.0,1496,ACID,BULLDOZE,GRASS_KNOT
Anorith,347,Rock,Bug,176,100,128,793101.6432967589,50.0,1406,SCRATCH,ANCIENT_POWER,AQUA_JET
Anorith (Shadow),347,Rock,Bug,176,100,128,793101.6432967589,50.0,1406,SCRATCH,ANCIENT_POWER,AQUA_JET
Armaldo,348,Rock,Bug,222,174,181,367924.7064683793,21.0,1476,FURY_CUTTER,CROSS_POISON,ROCK_BLAST
Armaldo (Shadow),348,Rock,Bug,222,174,181,367924.7064683793,21.0,1476,FURY_CUTTER,CROSS_POISON,ROCK_BLAST
Feebas,349,Water,None,29,85,85,73763.59277865474,50.0,174,SPLASH,MIRROR_COAT,none
Milotic,350,Water,None,192,219,216,412848.24989842717,20.0,1490,DRAGON_TAIL,BLIZZARD,HYPER_BEAM
Castform,351,Normal,None,139,139,172,1128789.515825308,49.0,1499,HEX,ENERGY_BALL,HURRICANE
Castform (Rainy),351,Water,None,139,139,172,1128789.515825308,49.0,1499,TACKLE,HYDRO_PUMP,THUNDER
Castform (Snowy),351,Ice,None,139,139,172,1128789.515825308,49.0,1499,POWDER_SNOW,BLIZZARD,ICE_BEAM
Castform (Sunny),351,Fire,None,139,139,172,1128789.515825308,49.0,1499,EMBER,FIRE_BLAST,SOLAR_BEAM
Kecleon,352,Normal,None,161,189,155,760577.5299965449,31.0,1499,LICK,AERIAL_ACE,FLAMETHROWER
Shuppet,353,Ghost,None,138,65,127,401053.5604701859,50.0,885,ASTONISH,NIGHT_SHADE,OMINOUS_WIND
Shuppet (Shadow),353,Ghost,None,138,65,127,401053.5604701859,50.0,885,ASTONISH,NIGHT_SHADE,OMINOUS_WIND
Banette,354,Ghost,None,218,126,162,497780.84877089865,27.0,1500,HEX,DAZZLING_GLEAM,SHADOW_BALL
Banette (Mega),354,Ghost,None,312,160,162,206461.98026984374,16.5,1479,HEX,DAZZLING_GLEAM,SHADOW_BALL
Banette (Shadow),354,Ghost,None,218,126,162,497780.84877089865,27.0,1500,HEX,DAZZLING_GLEAM,SHADOW_BALL
Duskull,355,Ghost,None,70,162,85,339342.451160221,50.0,580,ASTONISH,NIGHT_SHADE,OMINOUS_WIND
Duskull (Shadow),355,Ghost,None,70,162,85,339342.451160221,50.0,580,ASTONISH,NIGHT_SHADE,OMINOUS_WIND
Dusclops,356,Ghost,None,124,234,120,1225815.1961238685,50.0,1467,FEINT_ATTACK,FIRE_PUNCH,ICE_PUNCH
Dusclops (Shadow),356,Ghost,None,124,234,120,1225815.1961238685,50.0,1467,FEINT_ATTACK,FIRE_PUNCH,ICE_PUNCH
Tropius,357,Grass,Flying,136,163,223,942351.1207374451,34.5,1492,AIR_SLASH,AERIAL_ACE,LEAF_BLADE
Chimecho,358,Psychic,None,175,170,181,602367.6991181425,27.0,1479,ASTONISH,ENERGY_BALL,PSYSHOCK
Absol,359,Dark,None,246,120,163,378011.9883821967,24.0,1473,PSYCHO_CUT,DARK_PULSE,MEGAHORN
Absol (Mega),359,Dark,None,314,130,163,220511.15258335293,18.0,1468,PSYCHO_CUT,DARK_PULSE,MEGAHORN
Absol (Shadow),359,Dark,None,246,120,163,378011.9883821967,24.0,1473,PSYCHO_CUT,DARK_PULSE,MEGAHORN
Wynaut,360,Psychic,None,41,86,216,268128.0633705186,50.0,394,COUNTER,MIRROR_COAT,none
Snorunt,361,Ice,None,95,95,137,435285.2891127464,50.0,765,HEX,AVALANCHE,ICY_WIND
Snorunt (Shadow),361,Ice,None,95,95,137,435285.2891127464,50.0,765,HEX,AVALANCHE,ICY_WIND
Glalie,362,Ice,None,162,162,190,727578.2336129593,29.5,1496,FROST_BREATH,AVALANCHE,GYRO_BALL
Glalie (Mega),362,Ice,None,252,168,190,289412.4840634912,18.5,1486,FROST_BREATH,AVALANCHE,GYRO_BALL
Glalie (Shadow),362,Ice,None,162,162,190,727578.2336129593,29.5,1496,FROST_BREATH,AVALANCHE,GYRO_BALL
Spheal,363,Ice,Water,95,90,172,517726.95163006644,50.0,834,ROCK_SMASH,AURORA_BEAM,BODY_SLAM
Spheal (Shadow),363,Ice,Water,95,90,172,517726.95163006644,50.0,834,ROCK_SMASH,AURORA_BEAM,BODY_SLAM
Sealeo,364,Ice,Water,137,132,207,1079392.2733200695,44.5,1496,POWDER_SNOW,AURORA_BEAM,BODY_SLAM
Sealeo (Shadow),364,Ice,Water,137,132,207,1079392.2733200695,44.5,1496,POWDER_SNOW,AURORA_BEAM,BODY_SLAM
Walrein,365,Ice,Water,182,176,242,469034.8027578757,22.0,1474,FROST_BREATH,BLIZZARD,EARTHQUAKE
Walrein (Shadow),365,Ice,Water,182,176,242,469034.8027578757,22.0,1474,FROST_BREATH,BLIZZARD,EARTHQUAKE
Clamperl,366,Water,None,133,135,111,701640.4210753981,50.0,1149,WATER_GUN,BODY_SLAM,ICE_BEAM
Huntail,367,Water,None,197,179,146,514263.5637840805,26.0,1477,BITE,AQUA_TAIL,CRUNCH
Gorebyss,368,Water,None,211,179,146,460851.79335190594,24.5,1491,CONFUSION,DRAINING_KISS,PSYCHIC
Relicanth,369,Water,Rock,162,203,225,581293.1248100087,24.0,1482,WATER_GUN,ANCIENT_POWER,AQUA_TAIL
Luvdisc,370,Water,None,81,128,125,456258.75786248205,50.0,723,SPLASH,AQUA_JET,DRAINING_KISS
Bagon,371,Dragon,None,134,93,128,561570.0385661483,50.0,1032,BITE,CRUNCH,FLAMETHROWER
Bagon (Shadow),371,Dragon,None,134,93,128,561570.0385661483,50.0,1032,BITE,CRUNCH,FLAMETHROWER
Shelgon,372,Dragon,None,172,155,163,718129.632397257,31.5,1500,DRAGON_BREATH,DRAGON_PULSE,FLAMETHROWER
Shelgon (Shadow),372,Dragon,None,172,155,163,718129.632397257,31.5,1500,DRAGON_BREATH,DRAGON_PULSE,FLAMETHROWER
Salamence,373,Dragon,Flying,277,168,216,212751.4138291108,15.5,1459,BITE,DRACO_METEOR,FIRE_BLAST
Salamence (Mega),373,Dragon,Flying,310,251,216,145352.74827605355,11.5,1481,BITE,DRACO_METEOR,FIRE_BLAST
Salamence (Shadow),373,Dragon,Flying,277,168,216,212751.4138291108,15.5,1459,BITE,DRACO_METEOR,FIRE_BLAST
Beldum,374,Steel,Psychic,96,132,120,535343.6092253122,50.0,853,TAKE_DOWN,IRON_HEAD,none
Beldum (Shadow),374,Steel,Psychic,96,132,120,535343.6092253122,50.0,853,TAKE_DOWN,IRON_HEAD,none
Metang,375,Steel,Psychic,138,176,155,1065610.5657963227,44.0,1496,METAL_CLAW,GYRO_BALL,PSYCHIC
Metang (Shadow),375,Steel,Psychic,138,176,155,1065610.5657963227,44.0,1496,METAL_CLAW,GYRO_BALL,PSYCHIC
Metagross,376,Steel,Psychic,257,228,190,235641.199177022,15.5,1479,BULLET_PUNCH,EARTHQUAKE,FLASH_CANNON
Metagross (Shadow),376,Steel,Psychic,257,228,190,235641.199177022,15.5,1479,BULLET_PUNCH,EARTHQUAKE,FLASH_CANNON
Regirock,377,Rock,None,179,309,190,409592.0074537078,19.0,1470,ROCK_SMASH,FOCUS_BLAST,STONE_EDGE
Regirock (Shadow),377,Rock,None,179,309,190,409592.0074537078,19.0,1470,ROCK_SMASH,FOCUS_BLAST,STONE_EDGE
Regice,378,Ice,None,179,309,190,409592.0074537078,19.0,1470,FROST_BREATH,BLIZZARD,EARTHQUAKE
Regice (Shadow),378,Ice,None,179,309,190,409592.0074537078,19.0,1470,FROST_BREATH,BLIZZARD,EARTHQUAKE
Registeel,379,Steel,None,143,285,190,687599.8995185017,25.0,1484,METAL_CLAW,FLASH_CANNON,FOCUS_BLAST
Registeel (Shadow),379,Steel,None,143,285,190,687599.8995185017,25.0,1484,METAL_CLAW,FLASH_CANNON,FOCUS_BLAST
Latias,380,Dragon,Psychic,228,246,190,297544.9348644664,17.0,1495,DRAGON_BREATH,OUTRAGE,PSYCHIC
Latias (Mega),380,Dragon,Psychic,289,297,190,160235.57003040513,12.0,1470,DRAGON_BREATH,OUTRAGE,PSYCHIC
Latias (Shadow),380,Dragon,Psychic,228,246,190,297544.9348644664,17.0,1495,DRAGON_BREATH,OUTRAGE,PSYCHIC
Latios,381,Dragon,Psychic,268,212,190,228483.00860880746,15.5,1487,DRAGON_BREATH,DRAGON_CLAW,PSYCHIC
Latios (Mega),381,Dragon,Psychic,335,241,190,132662.91376267717,11.5,1471,DRAGON_BREATH,DRAGON_CLAW,PSYCHIC
Latios (Shadow),381,Dragon,Psychic,268,212,190,228483.00860880746,15.5,1487,DRAGON_BREATH,DRAGON_CLAW,PSYCHIC
Kyogre,382,Water,None,270,228,205,196849.65095444606,14.0,1458,WATERFALL,BLIZZARD,HYDRO_PUMP
Kyogre (Primal),382,Water,None,353,268,218,99688.2016322415,9.5,1442,WATERFALL,BLIZZARD,HYDRO_PUMP
Kyogre (Shadow),382,Water,None,270,228,205,196849.65095444606,14.0,1458,WATERFALL,BLIZZARD,HYDRO_PUMP
Groudon,383,Ground,None,270,228,205,196849.65095444606,14.0,1458,DRAGON_TAIL,EARTHQUAKE,FIRE_BLAST
Groudon (Primal),383,Fire,Ground,353,268,218,99688.2016322415,9.5,1442,DRAGON_TAIL,EARTHQUAKE,FIRE_BLAST
Groudon (Shadow),383,Ground,None,270,228,205,196849.65095444606,14.0,1458,DRAGON_TAIL,EARTHQUAKE,FIRE_BLAST
Rayquaza,384,Dragon,Flying,284,170,213,217658.9439825954,15.5,1494,AIR_SLASH,AERIAL_ACE,ANCIENT_POWER
Rayquaza (Mega),384,Dragon,Flying,377,210,227,102222.58131523506,10.0,1469,AIR_SLASH,AERIAL_ACE,ANCIENT_POWER
Jirachi,385,Steel,Psychic,210,210,225,328844.8630540664,18.0,1466,CHARGE_BEAM,DAZZLING_GLEAM,DOOM_DESIRE
Deoxys,386,Psychic,None,345,115,137,211847.75434547066,19.0,1468,CHARGE_BEAM,HYPER_BEAM,PSYCHO_BOOST
Deoxys (Attack),386,Psychic,None,414,46,137,245859.4071755596,25.5,1495,POISON_JAB,DARK_PULSE,PSYCHO_BOOST
Deoxys (Defense),386,Psychic,None,144,330,137,728271.1898429632,27.0,1475,COUNTER,PSYCHO_BOOST,ROCK_SLIDE
Deoxys (Speed),386,Psychic,None,230,218,137,361478.98258018855,21.0,1489,CHARGE_BEAM,PSYCHO_BOOST,SWIFT
Turtwig,387,Grass,None,119,110,146,672819.7241522407,50.0,1064,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL
Turtwig (Shadow),387,Grass,None,119,110,146,672819.7241522407,50.0,1064,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL
Grotle,388,Grass,None,157,143,181,848915.382862531,36.5,1498,BITE,BODY_SLAM,ENERGY_BALL
Grotle (Shadow),388,Grass,None,157,143,181,848915.382862531,36.5,1498,BITE,BODY_SLAM,ENERGY_BALL
Torterra,389,Grass,Ground,202,188,216,401526.97157518775,20.5,1489,BITE,EARTHQUAKE,SOLAR_BEAM
Torterra (Shadow),389,Grass,Ground,202,188,216,401526.97157518775,20.5,1489,BITE,EARTHQUAKE,SOLAR_BEAM
Chimchar,390,Fire,None,113,86,127,434497.04578029725,50.0,833,EMBER,FLAME_CHARGE,FLAME_WHEEL
Chimchar (Shadow),390,Fire,None,113,86,127,434497.04578029725,50.0,833,EMBER,FLAME_CHARGE,FLAME_WHEEL
Monferno,391,Fire,Fighting,158,105,162,946166.5991173221,50.0,1455,EMBER,FLAME_WHEEL,FLAMETHROWER
Monferno (Shadow),391,Fire,Fighting,158,105,162,946166.5991173221,50.0,1455,EMBER,FLAME_WHEEL,FLAMETHROWER
Infernape,392,Fire,Fighting,222,151,183,397076.4426576845,22.5,1481,FIRE_SPIN,CLOSE_COMBAT,FLAMETHROWER
Infernape (Shadow),392,Fire,Fighting,222,151,183,397076.4426576845,22.5,1481,FIRE_SPIN,CLOSE_COMBAT,FLAMETHROWER
Piplup,393,Water,None,112,102,142,571100.77706372,50.0,951,BUBBLE,BUBBLE_BEAM,DRILL_PECK
Piplup (Shadow),393,Water,None,112,102,142,571100.77706372,50.0,951,BUBBLE,BUBBLE_BEAM,DRILL_PECK
Prinplup,394,Water,None,150,139,162,992032.1789238957,45.0,1496,BUBBLE,BUBBLE_BEAM,HYDRO_PUMP
Prinplup (Shadow),394,Water,None,150,139,162,992032.1789238957,45.0,1496,BUBBLE,BUBBLE_BEAM,HYDRO_PUMP
Empoleon,395,Water,Steel,210,186,197,376660.62135444535,20.5,1470,METAL_CLAW,BLIZZARD,FLASH_CANNON
Empoleon (Shadow),395,Water,Steel,210,186,197,376660.62135444535,20.5,1470,METAL_CLAW,BLIZZARD,FLASH_CANNON
Starly,396,Normal,Flying,101,58,120,247478.12995911294,50.0,594,QUICK_ATTACK,AERIAL_ACE,BRAVE_BIRD
Starly (Shadow),396,Normal,Flying,101,58,120,247478.12995911294,50.0,594,QUICK_ATTACK,AERIAL_ACE,BRAVE_BIRD
Staravia,397,Normal,Flying,142,94,146,686080.8004571511,50.0,1174,QUICK_ATTACK,AERIAL_ACE,BRAVE_BIRD
Staravia (Shadow),397,Normal,Flying,142,94,146,686080.8004571511,50.0,1174,QUICK_ATTACK,AERIAL_ACE,BRAVE_BIRD
Staraptor,398,Normal,Flying,234,140,198,366314.0955197681,21.5,1494,QUICK_ATTACK,BRAVE_BIRD,CLOSE_COMBAT
Staraptor (Shadow),398,Normal,Flying,234,140,198,366314.0955197681,21.5,1494,QUICK_ATTACK,BRAVE_BIRD,CLOSE_COMBAT
Bidoof,399,Normal,None,80,73,153,314565.0658374112,50.0,596,TACKLE,CRUNCH,GRASS_KNOT
Bidoof (Shadow),399,Normal,None,80,73,153,314565.0658374112,50.0,596,TACKLE,CRUNCH,GRASS_KNOT
Bibarel,400,Normal,Water,162,119,188,845731.3462916448,39.0,1491,TAKE_DOWN,HYPER_BEAM,HYPER_FANG
Bibarel (Shadow),400,Normal,Water,162,119,188,845731.3462916448,39.0,1491,TAKE_DOWN,HYPER_BEAM,HYPER_FANG
Kricketot,401,Bug,None,45,74,114,133645.79449055204,50.0,291,BUG_BITE,STRUGGLE,none
Kricketune,402,Bug,None,160,100,184,964601.7924136873,48.0,1496,FURY_CUTTER,AERIAL_ACE,BUG_BUZZ
Shinx,403,Electric,None,117,64,128,337428.6991480756,50.0,747,SPARK,DISCHARGE,SWIFT
Shinx (Shadow),403,Electric,None,117,64,128,337428.6991480756,50.0,747,SPARK,DISCHARGE,SWIFT
Luxio,404,Electric,None,159,95,155,824249.4007056192,50.0,1362,BITE,CRUNCH,THUNDERBOLT
Luxio (Shadow),404,Electric,None,159,95,155,824249.4007056192,50.0,1362,BITE,CRUNCH,THUNDERBOLT
Luxray,405,Electric,None,232,156,190,361863.1327368063,21.0,1496,HIDDEN_POWER_BUG,CRUNCH,HYPER_BEAM
Luxray (Shadow),405,Electric,None,232,156,190,361863.1327368063,21.0,1496,HIDDEN_POWER_BUG,CRUNCH,HYPER_BEAM
Budew,406,Grass,Poison,91,109,120,419039.8721516629,50.0,734,HIDDEN_POWER_BUG,ENERGY_BALL,GRASS_KNOT
Roserade,407,Grass,Poison,243,185,155,316738.6442058379,20.0,1468,POISON_JAB,DAZZLING_GLEAM,GRASS_KNOT
Cranidos,408,Rock,None,218,71,167,641839.0629100583,40.5,1492,TAKE_DOWN,ANCIENT_POWER,BULLDOZE
Cranidos (Shadow),408,Rock,None,218,71,167,641839.0629100583,40.5,1492,TAKE_DOWN,ANCIENT_POWER,BULLDOZE
Rampardos,409,Rock,None,295,109,219,233379.43453356187,18.0,1464,SMACK_DOWN,FLAMETHROWER,OUTRAGE
Rampardos (Shadow),409,Rock,None,295,109,219,233379.43453356187,18.0,1464,SMACK_DOWN,FLAMETHROWER,OUTRAGE
Shieldon,410,Rock,Steel,76,195,102,532175.145629045,50.0,756,IRON_TAIL,ANCIENT_POWER,HEAVY_SLAM
Shieldon (Shadow),410,Rock,Steel,76,195,102,532175.145629045,50.0,756,IRON_TAIL,ANCIENT_POWER,HEAVY_SLAM
Bastiodon,411,Rock,Steel,94,286,155,1467005.6861019444,50.0,1397,IRON_TAIL,FLAMETHROWER,FLASH_CANNON
Bastiodon (Shadow),411,Rock,Steel,94,286,155,1467005.6861019444,50.0,1397,IRON_TAIL,FLAMETHROWER,FLASH_CANNON
Burmy (Plant),412,Bug,None,53,83,120,185840.9514663943,50.0,373,BUG_BITE,STRUGGLE,none
Burmy (Sandy),412,Bug,None,53,83,120,185840.9514663943,50.0,373,BUG_BITE,STRUGGLE,none
Burmy (Trash),412,Bug,None,53,83,120,185840.9514663943,50.0,373,BUG_BITE,STRUGGLE,none
Wormadam (Plant),413,Bug,Grass,141,180,155,1014379.1512294564,41.5,1499,BUG_BITE,BUG_BUZZ,ENERGY_BALL
Wormadam (Sandy),413,Bug,Ground,141,180,155,1014379.1512294564,41.5,1499,BUG_BITE,BUG_BUZZ,BULLDOZE
Wormadam (Trash),413,Bug,Steel,127,175,155,1212773.4479101216,50.0,1476,BUG_BITE,BUG_BUZZ,IRON_HEAD
Mothim,414,Bug,Flying,185,98,172,759763.0625522409,40.0,1500,AIR_SLASH,AERIAL_ACE,BUG_BUZZ
Combee,415,Bug,Flying,59,83,102,175847.61728376744,50.0,383,BUG_BITE,BUG_BUZZ,none
Vespiquen,416,Bug,Flying,149,190,172,824457.6082091681,32.0,1490,BUG_BITE,BUG_BUZZ,POWER_GEM
Pachirisu,417,Electric,None,94,172,155,882255.167865505,50.0,1083,SPARK,THUNDER,THUNDER_PUNCH
Buizel,418,Water,None,132,67,146,454577.3598473962,50.0,921,QUICK_ATTACK,AQUA_JET,SWIFT
Floatzel,419,Water,None,221,114,198,442959.093163498,25.0,1481,WATER_GUN,AQUA_JET,HYDRO_PUMP
Cherubi,420,Grass,None,108,92,128,447741.9277157157,50.0,827,BULLET_SEED,DAZZLING_GLEAM,PETAL_BLIZZARD
Cherrim (Overcast),421,Grass,None,170,153,172,703840.8694078177,30.5,1488,BULLET_SEED,DAZZLING_GLEAM,HYPER_BEAM
Cherrim (Sunshine),421,Grass,None,170,153,172,703840.8694078177,30.5,1488,BULLET_SEED,DAZZLING_GLEAM,HYPER_BEAM
Shellos,422,Water,None,103,105,183,696760.9871371466,50.0,1008,HIDDEN_POWER_BUG,BODY_SLAM,MUD_BOMB
Gastrodon,423,Water,Ground,169,143,244,623662.3308952566,26.5,1492,HIDDEN_POWER_BUG,BODY_SLAM,WATER_PULSE
Ambipom,424,Normal,None,205,143,181,500007.55161103175,25.5,1500,ASTONISH,AERIAL_ACE,HYPER_BEAM
Ambipom (Shadow),424,Normal,None,205,143,181,500007.55161103175,25.5,1500,ASTONISH,AERIAL_ACE,HYPER_BEAM
Drifloon,425,Ghost,Flying,117,80,207,682106.8430044106,50.0,1063,ASTONISH,ICY_WIND,OMINOUS_WIND
Drifloon (Shadow),425,Ghost,Flying,117,80,207,682106.8430044106,50.0,1063,ASTONISH,ICY_WIND,OMINOUS_WIND
Drifblim,426,Ghost,Flying,180,102,312,572190.8558148815,26.0,1489,ASTONISH,ICY_WIND,OMINOUS_WIND
Drifblim (Shadow),426,Ghost,Flying,180,102,312,572190.8558148815,26.0,1489,ASTONISH,ICY_WIND,OMINOUS_WIND
Buneary,427,Normal,None,130,105,146,701603.455666775,50.0,1136,POUND,FIRE_PUNCH,SWIFT
Lopunny,428,Normal,None,156,194,163,776103.4511986861,30.5,1497,LOW_KICK,FIRE_PUNCH,FOCUS_BLAST
Lopunny (Mega),428,Normal,Fighting,282,214,163,208199.7189796854,15.5,1456,LOW_KICK,FIRE_PUNCH,FOCUS_BLAST
Mismagius,429,Ghost,None,211,187,155,422856.2379320567,23.0,1474,HEX,DARK_PULSE,DAZZLING_GLEAM
Mismagius (Shadow),429,Ghost,None,211,187,155,422856.2379320567,23.0,1474,HEX,DARK_PULSE,DAZZLING_GLEAM
Honchkrow,430,Dark,Flying,243,103,225,364518.12474799465,22.5,1485,PECK,BRAVE_BIRD,DARK_PULSE
Honchkrow (Shadow),430,Dark,Flying,243,103,225,364518.12474799465,22.5,1485,PECK,BRAVE_BIRD,DARK_PULSE
Glameow,431,Normal,None,109,82,135,424795.91435154836,50.0,809,QUICK_ATTACK,AERIAL_ACE,PLAY_ROUGH
Glameow (Shadow),431,Normal,None,109,82,135,424795.91435154836,50.0,809,QUICK_ATTACK,AERIAL_ACE,PLAY_ROUGH
Purugly,432,Normal,None,172,133,174,741269.1144650184,34.0,1494,SCRATCH,AERIAL_ACE,PLAY_ROUGH
Purugly (Shadow),432,Normal,None,172,133,174,741269.1144650184,34.0,1494,SCRATCH,AERIAL_ACE,PLAY_ROUGH
Chingling,433,Psychic,None,114,94,128,482890.7505436402,50.0,882,ASTONISH,PSYSHOCK,SHADOW_BALL
Stunky,434,Poison,Dark,121,90,160,613414.552237337,50.0,1025,BITE,CRUNCH,FLAMETHROWER
Stunky (Shadow),434,Poison,Dark,121,90,160,613414.552237337,50.0,1025,BITE,CRUNCH,FLAMETHROWER
Skuntank,435,Poison,Dark,184,132,230,557998.7581677217,26.0,1487,BITE,CRUNCH,FLAMETHROWER
Skuntank (Shadow),435,Poison,Dark,184,132,230,557998.7581677217,26.0,1487,BITE,CRUNCH,FLAMETHROWER
Bronzor,436,Steel,Psychic,43,154,149,347361.4804708627,50.0,459,CONFUSION,GYRO_BALL,HEAVY_SLAM
Bronzong,437,Steel,Psychic,161,213,167,676908.9466523528,27.5,1490,CONFUSION,FLASH_CANNON,HEAVY_SLAM
Bonsly,438,Rock,None,124,133,137,795426.5914733977,50.0,1181,COUNTER,EARTHQUAKE,ROCK_SLIDE
Mime (Jr),439,Psychic,Fairy,125,142,85,531157.7167631325,50.0,969,CONFUSION,PSYBEAM,PSYCHIC
Happiny,440,Normal,None,25,77,225,152482.31057036074,50.0,232,POUND,PSYCHIC,none
Chatot,441,Normal,Flying,183,91,183,771133.3737047141,41.0,1493,PECK,HEAT_WAVE,NIGHT_SHADE
Spiritomb,442,Ghost,Dark,169,199,137,707063.9227907412,30.0,1493,FEINT_ATTACK,OMINOUS_WIND,SHADOW_BALL
Gible,443,Dragon,Ground,124,84,151,553712.2488474055,50.0,986,MUD_SHOT,BODY_SLAM,DIG
Gible (Shadow),443,Dragon,Ground,124,84,151,553712.2488474055,50.0,986,MUD_SHOT,BODY_SLAM,DIG
Gabite,444,Dragon,Ground,172,125,169,776302.0621671845,37.0,1494,MUD_SHOT,DIG,FLAMETHROWER
Gabite (Shadow),444,Dragon,Ground,172,125,169,776302.0621671845,37.0,1494,MUD_SHOT,DIG,FLAMETHROWER
Garchomp,445,Dragon,Ground,261,193,239,230953.0989134725,15.0,1500,DRAGON_TAIL,EARTHQUAKE,FIRE_BLAST
Garchomp (Mega),445,Dragon,Ground,339,222,239,118422.74079472084,10.5,1463,DRAGON_TAIL,EARTHQUAKE,FIRE_BLAST
Garchomp (Shadow),445,Dragon,Ground,261,193,239,230953.0989134725,15.0,1500,DRAGON_TAIL,EARTHQUAKE,FIRE_BLAST
Munchlax,446,Normal,None,137,117,286,979440.4529463743,37.0,1498,LICK,BODY_SLAM,BULLDOZE
Riolu,447,Fighting,None,127,78,120,418490.6717949766,50.0,867,COUNTER,BRICK_BREAK,CROSS_CHOP
Lucario,448,Fighting,Steel,236,144,172,378352.0164870024,22.5,1491,BULLET_PUNCH,CLOSE_COMBAT,FLASH_CANNON
