left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
normal,none,Hex,Weather Ball (Rock),Energy Ball,psychic,normal,charged,351,113.4,119.6,146,80.6,fire,none,Karate Chop,Fire Punch,Thunderbolt,ground,ground,rock,467,141.4,103.4,108,76.3,1
psychic,none,Confusion,Psyshock,Surf,fighting,fire,electric,79,104.2,95.0,186,65.5,rock,psychic,Psywave,Rock Slide,Moonblast,psychic,normal,charged,337,119.8,108.8,143,74.8,0
bug,flying,Gust,Aerial Ace,Bug Buzz,psychic,normal,charged,666,133.0,84.5,150,63.4,grass,psychic,Bullet Seed,Seed Bomb,Psychic,fighting,fire,electric,103,136.7,93.7,128,56.2,1
grass,dragon,Dragon Tail,Seed Bomb,Draco Meteor,fighting,fire,electric,103,134.4,94.2,131,63.6,fairy,none,Charm,Thunderbolt,Draining Kiss,flying,flying,bug,682,105.0,107.6,168,76.5,0
fairy,none,Charm,Thunderbolt,Draining Kiss,flying,flying,bug,682,105.0,107.6,168,76.5,bug,grass,Fury Cutter,X-Scissor,Cross Poison,fighting,fire,electric,47,124.2,118.3,122,76.0,1
grass,dragon,Dragon Breath,Fly,Seed Bomb,flying,flying,bug,841,138.8,100.8,115,66.1,water,none,Rollout,Surf,Return,bug,bug,poison,321,119.6,66.8,235,80.8,1
normal,flying,Fury Cutter,Leaf Blade,Aerial Ace,bug,bug,poison,83,116.8,109.2,131,83.5,water,none,Poison Jab,Drill Run,Icy Wind,flying,flying,bug,119,123.1,105.9,140,75.8,0
ground,rock,Mud Slap,Breaking Swipe,Stone Edge,bug,bug,poison,112,126.7,102.4,136,76.1,bug,grass,Bug Bite,Energy Ball,Bug Buzz,flying,flying,bug,413,109.9,146.8,126,66.6,0
psychic,none,Zen Headbutt,Shadow Ball,Return,bug,ghost,normal,325,117.6,115.1,140,40.1,bug,rock,Smack Down,Rock Tomb,X-Scissor,flying,flying,bug,557,111.8,120.2,127,61.2,0
grass,fairy,Astonish,Moonblast,Seed Bomb,flying,flying,bug,756,116.8,132.3,124,73.2,water,ghost,Hex,Surf,Shadow Ball,psychic,ghost,normal,593,106.7,124.3,157,92.8,1
normal,none,Tackle,Body Slam,Bulldoze,flying,flying,bug,446,104.0,95.2,218,76.9,fighting,none,Karate Chop,Cross Chop,Stone Edge,psychic,ghost,normal,68,136.4,97.2,124,86.3,1
ghost,none,Hex,Shadow Ball,Dark Pulse,flying,flying,bug,429,133.8,120.8,104,68.2,electric,none,Sucker Punch,Zap Cannon,Parabolic Charge,psychic,ghost,normal,939,115.1,107.7,156,88.7,1
normal,none,Fury Cutter,Close Combat,Night Slash,psychic,ghost,normal,335,144.8,87.1,122,78.2,ice,rock,Powder Snow,Rock Slide,Icy Wind,flying,flying,bug,713,117.0,134.7,121,76.3,0
poison,none,Acid,Dark Pulse,Sludge Wave,flying,flying,bug,24,123.7,120.1,121,69.6,ground,none,Mud Slap,Bone Club,Rock Slide,ground,ground,rock,105,110.8,145.0,126,89.5,1
electric,flying,Air Slash,Air Cutter,Aerial Ace,ground,ground,rock,741,130.9,101.4,128,66.2,poison,none,Mud Shot,Sludge,Ice Beam,flying,flying,bug,317,104.1,123.4,168,85.3,0
steel,none,Metal Sound,Thunderbolt,Vise Grip,ground,ground,rock,600,114.1,137.0,125,76.3,fighting,none,Tackle,Body Slam,Crunch,flying,flying,bug,674,123.3,100.2,147,57.9,0
fire,none,Fire Fang,Fire Punch,Flame Charge,ground,ground,rock,554,132.0,83.5,154,71.2,steel,fairy,Fairy Wind,Iron Head,Play Rough,flying,flying,bug,303,125.9,121.2,117,77.4,0
dark,none,Feint Attack,Foul Play,Play Rough,flying,flying,bug,53,123.0,113.2,131,61.7,grass,none,Bullet Seed,Weather Ball (Fire),Solar Beam,grass,fire,grass,421,122.9,115.2,129,66.4,1
bug,flying,Fury Cutter,Aerial Ace,Night Slash,flying,flying,bug,123,134.9,110.7,111,79.5,fighting,dark,Karate Chop,Close Combat,Night Slash,grass,fire,grass,675,134.5,92.0,134,89.5,1
normal,none,Lick,Body Slam,Power Whip,grass,fire,grass,108,98.3,126.9,183,86.8,ghost,grass,Astonish,Grass Knot,Foul Play,flying,flying,bug,710,114.3,116.0,126,76.4,0
flying,dragon,Air Slash,Hurricane,Draco Meteor,flying,flying,bug,715,126.4,110.7,127,51.6,water,none,Water Gun,Surf,Crunch,ghost,normal,grass,516,136.6,94.5,126,61.7,1
psychic,flying,Air Slash,Air Cutter,Ancient Power,flying,flying,rock,561,131.6,114.0,114,61.8,poison,dragon,Acid,Aqua Tail,Outrage,flying,flying,bug,691,117.9,139.9,115,88.7,0
grass,none,Fury Cutter,Frenzy Plant,Breaking Swipe,flying,flying,bug,254,136.9,108.5,110,77.3,fire,none,Karate Chop,Fire Punch,Scorching Sands,flying,flying,rock,126,136.6,107.5,112,77.0,1
ice,water,Powder Snow,Icicle Spear,Earthquake,flying,flying,rock,365,113.1,114.3,153,83.6,normal,none,Sucker Punch,Swift,Trailblaze,flying,flying,bug,162,116.1,105.4,158,89.5,0
dragon,fighting,Dragon Tail,Clanging Scales,Dragon Claw,flying,flying,bug,784,123.7,138.4,105,83.0,bug,flying,Infestation,Air Cutter,Silver Wind,flying,flying,rock,267,146.4,81.9,128,59.7,1
ice,flying,Ice Shard,Triple Axel,Ancient Power,flying,flying,bug,144,113.2,143.6,122,70.7,fire,none,Fire Fang,Flame Charge,Scorching Sands,flying,flying,rock,244,128.8,96.2,141,66.9,1
psychic,fairy,Fairy Wind,Body Slam,Wild Charge,fire,fire,ground,78,134.7,110.9,111,77.9,grass,ground,Razor Leaf,Frenzy Plant,Stone Edge,flying,flying,bug,389,120.5,117.6,131,66.8,0
psychic,none,Confusion,Psychic Fangs,Shadow Ball,flying,flying,bug,196,147.6,104.1,98,63.1,dragon,ghost,Astonish,Breaking Swipe,Shadow Ball,fire,fire,ground,887,143.6,97.3,112,81.2,1
bug,ground,Bug Bite,Bug Buzz,Bulldoze,fire,fire,ground,413,109.9,146.8,126,72.8,normal,none,Mud Shot,Stomp,Megahorn,flying,flying,bug,626,118.9,115.9,136,68.8,0
water,none,Water Gun,Aqua Tail,Crunch,fire,fire,ground,367,131.5,126.3,102,70.7,water,none,Bubble,Razor Shell,Water Pulse,ground,normal,bug,98,148.1,110.4,92,58.2,0
fire,fighting,Ember,Flame Charge,Rock Slide,fire,fire,ground,256,131.0,99.6,131,71.0,grass,none,Vine Whip,Power Whip,Rock Slide,ground,normal,bug,465,121.8,112.0,135,72.1,0
fire,none,Fire Fang,Wild Charge,Psychic Fangs,ground,normal,bug,59,132.7,104.0,122,78.5,water,ground,Mud Slap,Body Slam,Earth Power,fire,fire,ground,423,114.4,102.5,167,91.6,1
normal,none,Lock On,Tri Attack,Zap Cannon,ground,normal,bug,474,148.7,88.4,115,52.5,electric,psychic,Thunder Shock,Wild Charge,Trailblaze,fire,fire,ground,26,136.2,111.7,108,81.2,1
grass,none,Magical Leaf,Grass Knot,Seed Flare,ground,normal,bug,492,117.9,122.3,131,64.6,water,none,Mud Shot,Aqua Tail,Horn Attack,electric,electric,grass,118,116.0,105.0,120,57.1,1
dark,normal,Counter,Night Slash,Cross Chop,ground,normal,bug,862,112.6,126.7,138,75.8,dragon,ground,Dragon Tail,Crunch,Earthquake,electric,electric,grass,718,138.1,119.1,98,64.4,1
poison,normal,Mud Slap,Poison Fang,Sludge Bomb,electric,electric,grass,945,134.9,106.5,115,77.7,dragon,none,Scratch,Dragon Claw,Aqua Tail,ground,normal,bug,610,139.5,95.2,121,50.9,0
rock,ground,Mud Slap,Stone Edge,Dig,ground,normal,bug,75,122.9,127.3,117,67.1,psychic,none,Counter,Psycho Boost,Thunderbolt,electric,electric,grass,386,101.0,221.5,98,75.5,1
normal,none,Sucker Punch,Aerial Ace,Ice Beam,ground,normal,bug,352,115.6,142.2,117,75.9,rock,water,Fury Cutter,Cross Chop,Stone Edge,electric,electric,grass,689,120.4,133.1,115,84.2,1
electric,none,Thunder Shock,Wild Charge,Trailblaze,electric,electric,grass,26,133.6,110.6,113,85.7,fire,none,Ember,Fire Punch,Return,ground,normal,bug,5,127.1,109.1,127,70.9,0
fire,flying,Air Slash,Air Cutter,Aerial Ace,electric,electric,grass,741,130.9,101.4,128,65.6,fire,none,Fire Fang,Flame Charge,Scorching Sands,fire,fire,normal,244,128.8,96.2,141,66.9,0
psychic,fairy,Psywave,Shadow Ball,Psychic,electric,electric,grass,122,132.2,145.7,88,66.6,psychic,ghost,Astonish,Shadow Ball,Psychic,fire,fire,normal,720,144.8,106.3,99,56.8,0
rock,fairy,Rock Throw,Power Gem,Moonblast,electric,electric,grass,703,84.9,247.9,126,90.3,ghost,fire,Ember,Energy Ball,Flame Burst,fire,fire,normal,608,133.3,97.1,130,60.7,0
fighting,none,Double Kick,Close Combat,Blaze Kick,fire,fire,normal,106,142.5,121.4,91,70.3,grass,ground,Razor Leaf,Frenzy Plant,Stone Edge,electric,electric,grass,389,120.5,117.6,131,66.8,1
bug,flying,Bug Bite,Bug Buzz,Signal Beam,fire,fire,normal,12,126.7,111.9,124,59.2,grass,dark,Snarl,Leaf Blade,Foul Play,electric,electric,grass,275,134.2,87.7,142,73.6,1
grass,none,Vine Whip,Grass Knot,Crunch,fire,fire,normal,512,136.6,94.5,126,65.6,rock,none,Smack Down,Stone Edge,Rock Blast,electric,electric,grass,524,114.3,105.0,135,55.0,1
grass,none,Vine Whip,Grass Knot,Wrap,fire,fire,normal,496,107.2,137.4,142,79.4,grass,none,Quick Attack,Leaf Blade,Aerial Ace,rock,rock,rock,253,137.4,101.7,117,73.4,1
grass,none,Fury Cutter,Leaf Blade,Superpower,fire,fire,normal,754,126.9,114.6,121,86.5,poison,flying,Wing Attack,Poison Fang,Shadow Ball,rock,rock,rock,42,118.7,113.7,140,75.5,1
water,bug,Bug Bite,Water Pulse,Bubble Beam,rock,rock,rock,752,97.9,176.1,133,88.6,ghost,grass,Astonish,Grass Knot,Foul Play,fire,fire,normal,710,115.1,116.8,119,74.3,0
fighting,none,Double Kick,Close Combat,Blaze Kick,rock,rock,rock,106,142.5,121.4,91,70.3,ice,none,Ice Shard,Triple Axel,Night Slash,fire,fire,normal,615,116.5,136.2,121,73.3,0
dragon,flying,Dragon Tail,Fly,Outrage,rock,rock,rock,373,142.9,92.6,117,69.9,psychic,none,Psywave,Dynamic Punch,Shadow Ball,fire,fire,normal,326,114.5,128.3,133,88.9,0
dark,steel,Snarl,Dark Pulse,X-Scissor,fire,fire,normal,625,139.2,111.5,103,68.8,water,poison,Acid,Scald,Sludge Wave,rock,rock,rock,73,110.1,139.9,132,86.0,1
normal,fighting,Tackle,Superpower,Stomp,fire,fire,normal,759,125.2,90.8,157,65.4,electric,none,Volt Switch,Discharge,Hyper Beam,rock,rock,rock,101,123.1,127.2,116,70.6,1
dragon,none,Dragon Tail,Breaking Swipe,Surf,fire,fire,normal,612,151.1,95.7,102,73.8,dragon,none,Dragon Tail,Dragon Claw,Night Slash,rock,rock,rock,621,131.4,110.5,117,76.5,1
dragon,ice,Ice Fang,Avalanche,Dragon Claw,rock,rock,rock,998,136.2,96.2,125,74.5,rock,none,Counter,Meteor Beam,Trailblaze,fire,fire,normal,185,117.2,130.1,125,64.9,0
ice,none,Lock On,Blizzard,Thunder,rock,rock,rock,378,103.7,180.2,115,78.7,rock,none,Rock Throw,Rock Slide,Rock Blast,fire,fire,normal,299,81.5,193.3,98,56.3,0
psychic,none,Psycho Cut,Shadow Ball,Dazzling Gleam,fire,fire,normal,64,163.7,90.1,92,39.6,water,dark,Snarl,Night Slash,Scald,rock,rock,rock,342,144.5,96.9,110,71.1,1
poison,none,Poison Jab,Poison Fang,Wrap,rock,rock,rock,336,138.8,89.5,130,71.2,rock,bug,Struggle Bug,Aqua Jet,Ancient Power,fire,fire,normal,347,147.0,92.1,113,44.7,0
grass,steel,Metal Claw,Iron Head,Return,fire,fire,normal,597,81.5,142.9,119,50.7,bug,rock,Fury Cutter,X-Scissor,Stone Edge,rock,rock,rock,900,144.2,105.1,102,77.1,1
fairy,none,Charm,Close Combat,Crunch,fire,fire,normal,210,135.3,87.7,139,74.0,normal,none,Sand Attack,Dig,Thunderbolt,rock,rock,rock,507,119.7,110.9,141,69.0,1
steel,none,Metal Sound,Mirror Shot,Zap Cannon,fire,fire,normal,601,124.9,140.2,102,68.2,water,ground,Mud Shot,Aqua Tail,Stone Edge,ground,ground,electric,195,111.3,112.0,161,88.9,1
normal,none,Lick,Body Slam,Superpower,fire,fire,normal,143,108.4,101.7,187,76.3,fire,fighting,Fire Spin,Close Combat,Blast Burn,ground,ground,electric,392,136.7,100.4,118,65.6,1
water,ground,Mud Shot,Earth Power,Water Pulse,ground,ground,electric,536,116.6,101.6,162,72.4,rock,flying,Wing Attack,Ancient Power,Dragon Claw,fire,fire,normal,567,160.6,81.4,106,64.3,0
ghost,none,Shadow Claw,Shadow Ball,Dark Pulse,ground,ground,electric,563,112.2,168.3,106,81.4,fire,none,Ember,Flame Charge,Crunch,fire,fire,normal,726,136.6,89.5,134,68.5,0
grass,fighting,Force Palm,Dynamic Punch,Grass Knot,fire,fire,normal,286,150.6,97.3,101,66.4,normal,none,Rollout,Drill Run,Rock Slide,ground,ground,electric,206,104.8,111.0,183,85.5,1
grass,none,Vine Whip,Power Whip,Crunch,ground,ground,electric,455,130.2,101.2,130,67.4,fighting,none,Force Palm,Upper Hand,Heavy Slam,fire,fire,normal,297,125.6,75.5,186,79.9,0
water,psychic,Water Gun,Surf,Psychic,ground,ground,electric,199,113.4,120.9,143,67.2,dark,normal,Counter,Night Slash,Cross Chop,fire,fire,normal,862,112.6,126.7,138,75.8,0
poison,none,Acid,Dark Pulse,Sludge Wave,poison,water,ghost,24,123.7,120.1,121,69.6,ghost,flying,Air Slash,Air Cutter,Aerial Ace,fire,fire,normal,741,130.9,101.4,128,66.4,0
grass,steel,Bullet Seed,Power Whip,Thunder,poison,water,ghost,598,107.3,155.1,125,81.0,psychic,flying,Confusion,Fly,Psychic Fangs,fire,fire,normal,528,126.9,100.9,138,73.1,0
water,none,Dragon Breath,Hydro Pump,Blizzard,fire,fire,normal,117,132.6,114.5,111,53.8,fire,ghost,Fire Spin,Bone Club,Shadow Bone,poison,water,ghost,105,110.8,145.0,126,87.3,1
fire,none,Karate Chop,Fire Punch,Scorching Sands,poison,water,ghost,126,136.6,107.5,112,77.0,water,flying,Wing Attack,Weather Ball (Water),Hurricane,fire,fire,normal,279,123.3,128.7,114,79.3,0
psychic,none,Confusion,Psychic Fangs,Shadow Ball,fire,fire,normal,196,147.6,104.1,98,63.1,normal,none,Sucker Punch,Swift,Trailblaze,poison,water,ghost,162,116.1,105.4,158,89.5,1
water,bug,Bug Bite,Water Pulse,Bubble Beam,poison,water,ghost,752,97.9,176.1,133,88.6,water,dark,Snarl,Night Slash,Scald,fire,fire,normal,342,144.5,96.9,110,71.1,0
grass,none,Vine Whip,Power Whip,Rock Slide,fire,fire,normal,465,121.8,112.0,135,72.1,ground,none,Mud Slap,Mud Bomb,Stone Edge,poison,water,ghost,51,136.4,120.5,99,76.4,1
dark,dragon,Dragon Breath,Brutal Swing,Flash Cannon,fire,fire,normal,635,136.6,103.5,116,79.9,grass,poison,Vine Whip,Power Whip,Sludge Bomb,poison,water,ghost,1,111.8,105.9,120,58.7,1
normal,none,Lock On,Tri Attack,Zap Cannon,poison,water,ghost,474,148.7,88.4,115,52.5,grass,none,Rock Smash,Rock Slide,Seed Bomb,fire,fire,normal,672,116.0,98.3,151,41.0,0
flying,none,Sand Attack,Sky Attack,Payback,fire,fire,normal,822,119.1,104.1,152,70.0,psychic,none,Confusion,Dark Pulse,Psychic,poison,water,ghost,605,134.0,94.7,132,54.6,1
fighting,none,Bubble,Crabhammer,Power-Up Punch,poison,water,ghost,739,135.7,99.1,122,59.6,electric,ice,Thunder Shock,Thunderbolt,Blizzard,fire,fire,normal,479,129.2,143.2,93,61.6,0
ground,ghost,Mud Slap,Shadow Punch,Dynamic Punch,poison,water,ghost,623,133.9,96.7,129,87.3,electric,flying,Thunder Shock,Acrobatics,Discharge,fire,fire,normal,587,127.9,111.4,123,89.3,0
water,psychic,Confusion,Psyshock,Water Pulse,fire,fire,normal,79,104.2,95.0,186,66.6,fire,none,Fire Fang,Wild Charge,Psychic Fangs,poison,water,ghost,59,132.7,104.0,122,78.5,1
water,none,Waterfall,Hydro Pump,Blizzard,fire,fire,normal,594,96.7,98.8,240,73.9,water,none,Water Gun,Surf,Shadow Ball,fire,electric,psychic,818,154.0,89.6,105,55.3,1
water,none,Water Gun,Aqua Jet,Ice Beam,fire,electric,psychic,8,107.9,137.8,139,80.6,water,rock,Water Gun,Aqua Tail,Ancient Power,fire,fire,normal,369,105.2,137.5,147,80.8,0
ice,psychic,Powder Snow,Psyshock,Ice Punch,fire,electric,psychic,238,141.2,89.1,120,70.2,flying,none,Sand Attack,Sky Attack,Payback,fire,fire,normal,822,119.1,104.1,152,70.0,0
normal,dragon,Dragon Breath,Swift,Fly,fire,fire,normal,780,136.8,104.2,114,79.8,water,rock,Bubble,Power Gem,Rock Blast,fire,electric,psychic,222,109.3,141.6,133,72.0,1
poison,none,Poison Jab,Thunder Punch,Dark Pulse,fire,fire,normal,89,117.3,111.3,146,76.2,bug,flying,Bug Bite,Aerial Ace,Bug Buzz,fire,electric,psychic,414,140.0,83.0,137,65.6,1
fighting,dark,Karate Chop,Close Combat,Night Slash,bug,flying,bug,675,134.5,92.0,134,89.5,bug,flying,Bug Bite,Aerial Ace,Ancient Power,fire,fire,normal,469,137.3,98.3,121,67.3,0
bug,flying,Infestation,Air Cutter,Silver Wind,fire,fire,normal,267,146.4,81.9,128,59.7,grass,none,Fury Cutter,Frenzy Plant,Breaking Swipe,bug,flying,bug,254,136.9,108.5,110,77.3,1
water,poison,Poison Sting,Wrap,Water Pulse,bug,flying,bug,72,94.1,137.8,113,60.2,water,fighting,Counter,Scald,Icy Wind,fire,fire,normal,62,116.5,119.7,138,79.8,0
steel,ground,Thunder Fang,Psychic Fangs,Breaking Swipe,bug,flying,bug,208,98.4,185.2,124,91.4,psychic,none,Astonish,Psyshock,Shadow Ball,fire,fire,normal,358,120.2,120.2,129,74.1,0
grass,poison,Astonish,Grass Knot,Foul Play,bug,flying,bug,591,110.4,102.0,181,83.9,fire,normal,Incinerate,Flame Charge,Dark Pulse,fire,fire,normal,668,135.0,98.0,125,74.5,0
fighting,none,Karate Chop,Cross Chop,Return,fire,fire,normal,56,137.0,81.5,113,67.0,fighting,none,Counter,Ice Punch,Thunder Punch,bug,flying,bug,107,128.2,137.3,98,69.8,1
fire,none,Incinerate,Rock Slide,Overheat,fighting,ice,electric,555,151.3,71.4,137,69.5,poison,water,Poison Jab,Brine,Sludge Wave,fire,fire,normal,748,92.3,222.0,118,88.1,0
psychic,none,Counter,Return,Mirror Coat,fire,fire,normal,202,63.0,101.7,333,71.6,water,poison,Poison Sting,Wrap,Water Pulse,fighting,ice,electric,72,94.1,137.8,113,60.2,1
water,ice,Ice Shard,Icy Wind,Drill Run,fire,fire,normal,87,102.9,133.8,158,83.8,ice,flying,Ice Shard,Triple Axel,Ancient Power,fighting,ice,electric,144,113.2,143.6,122,70.7,1
water,none,Water Gun,Surf,Crunch,fire,fire,normal,516,136.6,94.5,126,61.7,grass,none,Fury Cutter,Frenzy Plant,Breaking Swipe,fighting,ice,electric,254,136.9,108.5,110,77.3,1
fire,none,Karate Chop,Fire Punch,Scorching Sands,fire,fire,normal,126,136.6,107.5,112,77.0,bug,electric,Fury Cutter,Discharge,Lunge,fighting,ice,electric,596,139.0,93.8,124,79.3,1
grass,poison,Vine Whip,Frenzy Plant,Sludge Bomb,fighting,ice,electric,3,122.5,121.9,122,82.2,flying,dark,Sucker Punch,Fly,Rock Tomb,fire,fire,normal,962,128.0,115.3,118,80.9,0
fairy,none,Fairy Wind,Moonblast,Trailblaze,fighting,ice,electric,671,120.1,142.1,109,83.4,psychic,fairy,Psywave,Shadow Ball,Psychic,fire,fire,normal,122,132.2,145.7,88,66.6,0
ice,none,Lock On,Blizzard,Thunder,fighting,ice,electric,378,103.7,180.2,115,78.7,normal,flying,Steel Wing,Brave Bird,Drill Peck,fire,fire,normal,85,144.4,99.1,108,58.5,0
fairy,none,Vine Whip,Dazzling Gleam,Psychic,fighting,ice,electric,670,114.3,133.7,128,71.6,fighting,none,Fury Cutter,Leaf Blade,Brave Bird,fire,fire,normal,83,137.9,97.8,120,83.9,0
poison,normal,Mud Slap,Poison Fang,Sludge Bomb,fighting,ice,electric,945,134.9,106.5,115,77.7,fighting,water,Counter,Aqua Jet,Dynamic Punch,fire,fire,normal,892,136.6,97.8,121,69.9,0
fairy,none,Charm,Thunderbolt,Draining Kiss,fighting,ice,electric,682,105.0,107.6,168,76.5,fairy,none,Vine Whip,Dazzling Gleam,Psychic,fire,fire,normal,669,103.4,113.4,119,53.0,0
grass,none,Vine Whip,Frenzy Plant,Earthquake,fighting,ice,electric,154,111.5,138.4,130,82.1,dark,flying,Feint Attack,Drill Peck,Foul Play,fire,fire,normal,198,143.5,80.9,134,62.5,0
psychic,none,Confusion,Psyshock,Return,fighting,ice,electric,96,87.4,126.9,142,55.2,normal,none,Hex,Weather Ball (Rock),Energy Ball,fire,fire,normal,351,113.4,119.6,146,80.6,0
bug,grass,Bug Bite,Energy Ball,Silver Wind,fighting,ice,electric,541,106.7,147.9,133,72.1,dragon,ghost,Astonish,Breaking Swipe,Shadow Ball,fire,fire,normal,887,143.6,97.3,112,81.2,0
electric,none,Thunder Shock,Ice Punch,Wild Charge,fire,fire,normal,466,144.0,98.0,110,82.9,dark,fire,Ember,Crunch,Flamethrower,fighting,ice,electric,228,140.3,82.3,120,63.5,1
grass,flying,Fairy Wind,Aerial Ace,Energy Ball,fire,fire,normal,189,97.0,153.5,155,87.5,psychic,grass,Magical Leaf,Seed Bomb,Leaf Storm,fighting,ice,electric,251,120.5,119.4,129,61.7,1
normal,water,Rollout,Surf,Hyper Fang,fire,fire,normal,400,124.2,97.7,149,77.1,ice,psychic,Confusion,Icy Wind,Psychic,fighting,ice,electric,866,129.0,114.1,118,60.4,1
ground,none,Mud Slap,Trailblaze,Body Slam,fire,fire,normal,232,125.8,112.0,126,83.6,dark,flying,Air Slash,Brave Bird,Foul Play,fighting,ice,electric,629,100.8,129.4,157,75.8,1
grass,poison,Vine Whip,Power Whip,Sludge Bomb,fire,fire,normal,1,111.8,105.9,120,58.7,ghost,none,Hex,Shadow Ball,Dark Pulse,fighting,ice,electric,855,144.5,114.5,94,64.0,1
water,none,Water Gun,Weather Ball (Water),Thunder,fire,fire,normal,351,113.4,119.6,146,81.7,psychic,none,Zen Headbutt,Shadow Ball,Return,fighting,ice,electric,325,117.6,115.1,140,40.1,1
ice,none,Astonish,Avalanche,Flash Cannon,fire,fire,normal,584,131.5,116.8,110,62.7,grass,none,Fury Cutter,Leaf Blade,Superpower,psychic,ghost,normal,754,126.9,114.6,121,86.5,1
fire,ghost,Fire Spin,Bone Club,Shadow Bone,fire,fire,normal,105,110.8,145.0,126,87.3,rock,ice,Powder Snow,Weather Ball (Ice),Meteor Beam,psychic,ghost,normal,699,114.1,105.7,163,87.9,1
poison,dark,Poison Sting,Crunch,Aqua Tail,psychic,ghost,normal,452,118.5,136.5,117,85.8,ghost,none,Psywave,Dark Pulse,Shadow Sneak,fire,fire,normal,200,124.1,119.0,122,73.8,0
electric,ghost,Astonish,Thunderbolt,Ominous Wind,fire,fire,normal,479,133.6,123.0,102,69.3,dragon,none,Dragon Breath,Aqua Tail,Wrap,psychic,ghost,normal,148,126.0,111.0,127,83.5,1
grass,poison,Acid,Seed Bomb,Sludge Bomb,fire,fire,normal,43,122.7,106.7,120,68.9,fighting,none,Low Kick,Body Slam,Brick Break,psychic,ghost,normal,538,110.3,107.8,170,52.4,1
rock,fairy,Rock Throw,Power Gem,Rock Slide,psychic,ghost,normal,719,119.2,175.2,89,67.4,bug,flying,Quick Attack,Aerial Ace,Silver Wind,fire,fire,normal,193,131.6,87.4,148,63.6,0
steel,flying,Air Slash,Body Slam,Iron Head,rock,rock,rock,797,119.6,119.0,131,76.7,ghost,none,Astonish,Night Shade,Power Gem,fire,fire,normal,864,146.2,111.1,94,65.8,0
ice,ghost,Hex,Avalanche,Shadow Ball,rock,rock,rock,478,122.6,115.6,128,85.3,poison,none,Infestation,Body Slam,Seed Bomb,fire,fire,normal,569,121.7,114.6,132,57.1,0
water,ghost,Hex,Night Shade,Ice Beam,fire,fire,normal,592,109.2,125.2,135,78.8,normal,none,Mud Shot,Body Slam,Trailblaze,rock,rock,rock,820,107.5,110.7,175,80.6,1
fighting,none,Counter,Dynamic Punch,Brutal Swing,fire,fire,normal,534,134.6,93.3,132,73.6,fire,fighting,Ember,Flamethrower,Low Sweep,rock,rock,rock,391,129.6,95.4,139,68.8,1
poison,none,Rollout,Sludge Bomb,Shadow Ball,fire,fire,fighting,110,117.0,138.9,117,71.7,fighting,none,Poison Jab,Brick Break,Stone Edge,fire,fire,normal,533,124.8,99.8,143,67.2,0
poison,psychic,Acid,Surf,Shadow Ball,fire,fire,normal,199,117.9,115.5,139,76.2,normal,flying,Bullet Seed,Drill Peck,Rock Blast,fire,fire,fighting,733,137.3,96.8,122,60.5,1
psychic,none,Astonish,Psyshock,Shadow Ball,fire,fire,fighting,358,120.2,120.2,129,74.1,ghost,none,Hex,Ice Punch,Shadow Punch,fire,fire,normal,356,103.1,198.9,106,92.4,0
fighting,none,Poison Jab,Brick Break,Stone Edge,fire,fire,fighting,533,124.8,99.8,143,67.2,dragon,flying,Dragon Tail,Fly,Outrage,fire,fire,normal,373,142.9,92.6,117,69.9,0
dragon,none,Dragon Breath,Aqua Tail,Thunder Punch,fire,fire,fighting,706,119.7,136.8,114,85.5,normal,none,Rollout,Body Slam,Thunderbolt,fire,fire,normal,241,105.4,135.5,148,81.7,0
grass,none,Acid,Leaf Blade,Dazzling Gleam,fire,fire,normal,182,115.7,132.9,126,83.3,water,poison,Acid,Scald,Sludge Wave,fire,fire,fighting,73,110.1,139.9,132,86.0,1
steel,psychic,Bullet Punch,Meteor Mash,Earthquake,fire,fire,fighting,376,132.8,123.6,102,66.2,fighting,none,Karate Chop,Cross Chop,Return,fire,fire,normal,56,137.0,81.5,113,67.0,0
psychic,none,Confusion,Rock Slide,Future Sight,steel,steel,ground,576,116.6,137.3,120,61.7,fairy,none,Fairy Wind,Moonblast,Trailblaze,fire,fire,normal,671,120.1,142.1,109,83.4,0
grass,none,Bullet Seed,Grass Knot,Energy Ball,fire,fire,normal,830,109.1,159.7,118,66.7,electric,flying,Thunder Shock,Thunder Punch,Crunch,steel,steel,ground,642,147.6,97.1,106,75.8,1
electric,none,Volt Switch,Thunder Punch,Thunderbolt,fire,fire,normal,417,91.6,157.1,142,85.2,fire,none,Ember,Psyshock,Flame Charge,steel,steel,ground,654,130.4,106.7,123,75.0,1
dark,poison,Poison Sting,Aqua Tail,Shadow Ball,fire,fire,normal,211,129.5,111.3,120,82.3,grass,ground,Razor Leaf,Frenzy Plant,Stone Edge,steel,steel,ground,389,120.5,117.6,131,66.8,1
