pokemon_winner,pokemon_loser,left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
Gogoat,Giratina (Origin),10,0,136,143,34,10,10,6,673,119.2,95.0,165,82.2,9,3,119,176,230,9,9,9,487,119.5,103.5,152,81.7,0
Kubfu,Lilligant,6,0,16,47,34,6,6,6,891,136.6,95.6,125,66.9,10,0,14,186,128,5,10,13,549,135.0,105.3,115,59.1,1
Darmanitan (Galarian),Moltres,12,0,74,19,258,12,12,6,555,151.3,71.4,137,62.7,7,8,31,242,9,7,8,16,146,136.3,102.6,117,68.6,0
Bellibolt,Smoochum,4,0,129,297,183,2,4,4,939,115.1,107.7,156,88.7,12,15,102,205,133,12,15,12,238,141.2,89.1,120,70.2,0
Morpeko (Full Belly),Shellos,4,2,134,17,201,4,2,15,877,141.7,97.8,114,90.1,18,0,95,166,26,11,11,13,422,99.2,100.8,166,68.4,0
Komala,Pumpkaboo (Large),13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,9,10,4,111,104,9,10,2,710,113.4,115.1,133,78.7,0
Urshifu (Single Strike),Swadloon,6,2,129,34,81,2,6,6,892,136.6,97.8,121,82.4,1,10,8,86,240,1,10,1,541,106.7,147.9,133,72.1,0
Duosion,Shiftry,15,0,65,205,171,15,15,9,578,149.2,82.7,121,46.4,10,2,123,143,104,2,10,2,275,134.2,87.7,142,73.6,0
Hawlucha,Kecleon,6,8,97,102,4,14,6,8,701,128.9,108.8,124,78.9,13,0,129,4,131,2,8,12,352,115.6,142.2,117,75.9,1
Samurott,Castform,18,0,36,125,154,1,18,1,503,129.0,102.2,132,92.3,13,0,40,291,86,9,16,10,351,113.4,119.6,146,80.6,0
Bergmite,Ho-Oh,12,0,130,137,52,13,12,2,712,110.9,113.4,135,55.8,7,8,77,31,84,7,8,11,250,123.6,128.2,114,73.5,1
Pelipper,Gourgeist (Average),18,8,143,292,123,8,18,8,279,123.3,128.7,114,79.3,9,10,40,230,227,9,9,10,711,116.6,147.0,112,80.6,1
Quilladin,Pidgeotto,10,0,136,26,86,10,13,10,651,115.4,130.0,129,74.1,13,8,143,7,4,8,8,8,17,110.9,100.8,147,65.0,1
Wigglytuff,Prinplup,13,5,14,137,262,5,12,13,40,115.8,75.5,220,85.7,18,0,7,137,127,18,12,18,394,119.1,116.0,136,70.1,1
Tirtouga,Tyranitar,18,16,139,260,9,18,18,16,564,113.9,132.0,130,67.2,16,2,121,38,253,16,2,16,248,130.2,109.4,121,63.9,1
Oinkologne,Fraxure,13,0,130,26,276,13,13,10,916,118.1,102.8,156,73.2,3,0,23,71,13,3,3,18,611,145.5,89.3,119,75.8,0
Thwackey,Pumpkaboo (Large),10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,9,10,4,111,104,9,10,2,710,113.4,115.1,133,78.7,1
Quagsire,Ambipom,18,11,93,13,253,11,18,16,195,111.3,112.0,161,88.9,13,0,4,4,213,9,8,13,424,133.9,99.9,124,64.1,0
Leavanny,Darmanitan (Standard),1,10,119,143,296,9,10,1,542,131.0,109.0,120,80.5,7,0,77,216,182,7,16,7,555,151.3,71.4,137,69.5,0
Tauros,Shiftry,13,0,130,276,122,13,10,13,128,125.1,118.9,120,66.4,10,2,123,143,104,2,10,2,275,134.2,87.7,142,73.6,1
Heatmor,Buzzwole,7,0,31,270,97,7,4,7,631,133.3,91.6,136,69.5,1,6,16,258,148,6,6,1,794,129.3,112.7,119,71.0,1
Kecleon,Darumaka,13,0,129,4,131,2,8,12,352,115.6,142.2,117,75.9,7,0,30,92,95,7,7,7,554,132.0,83.5,154,71.2,0
Swampert,Revavroom,18,11,93,125,244,11,18,14,260,123.0,108.6,136,86.4,17,14,92,182,114,17,7,17,966,135.7,106.6,114,63.4,1
Kangaskhan,Brionne,13,0,95,251,52,11,13,2,115,115.9,112.8,148,77.3,18,0,14,11,61,5,18,5,729,124.8,115.4,123,63.5,0
Jellicent,Nidorino,18,9,40,260,230,9,18,9,593,106.7,124.3,157,92.8,14,0,99,245,60,14,14,11,33,124.2,103.7,140,70.0,1
Raichu,Raticate,4,0,134,293,276,4,4,10,26,133.6,110.6,113,85.7,13,0,106,130,60,13,13,11,20,125.9,115.3,122,63.2,0
Barbaracle,Starmie,16,18,36,49,253,1,6,16,689,120.4,133.1,115,84.2,18,15,105,260,191,15,18,16,121,132.2,121.8,104,79.7,0
Porygon2,Quilladin,13,0,86,277,297,13,13,4,233,123.7,115.7,127,64.9,10,0,136,26,86,10,13,10,651,115.4,130.0,129,74.1,1
Aron,Dhelmise,17,16,92,218,26,17,16,13,304,114.3,131.1,127,83.5,9,10,119,192,295,9,10,13,781,139.8,109.3,105,75.2,0
Pidgeot,Golett,13,8,38,7,31,8,8,8,18,117.2,113.8,143,79.0,11,9,95,235,34,11,9,6,622,119.3,89.9,141,78.8,0
Watchog,Brionne,13,0,5,52,130,2,2,13,505,126.4,113.2,124,57.2,18,0,14,11,61,5,18,5,729,124.8,115.4,123,63.5,0
Corsola (Galarian),Stoutland,9,0,4,171,191,9,9,16,222,99.6,162.1,139,92.3,13,0,116,293,52,11,4,2,508,125.8,114.7,124,72.5,1
Golett,Meowscarada,11,9,95,235,34,11,9,6,622,119.3,89.9,141,78.8,10,2,83,172,105,10,2,10,908,141.6,95.0,118,72.1,1
Linoone (Galarian),Sandshrew (Alolan),2,13,123,26,60,2,13,11,264,114.6,112.2,152,68.9,12,17,102,172,24,12,2,12,27,117.6,121.0,127,75.8,0
Axew,Magcargo,3,0,117,71,13,13,3,18,610,139.5,95.2,121,50.9,7,16,77,218,182,7,16,7,219,110.2,157.9,116,83.4,0
Skarmory,Polteageist,17,8,126,31,242,17,8,8,227,106.2,163.1,122,82.9,9,0,40,230,55,9,9,2,855,144.5,114.5,94,64.0,1
Sharpedo,Lombre,18,2,142,52,188,18,2,14,319,166.6,64.8,124,64.7,18,10,7,224,111,18,18,10,271,106.7,112.6,142,61.8,1
Bombirdier,Rotom (Frost),8,2,129,101,218,2,8,16,962,128.0,115.3,118,80.9,4,12,134,273,24,4,4,12,479,129.2,143.2,93,61.6,0
Delcatty,Snorlax,13,0,14,293,61,5,4,5,301,112.7,115.2,153,68.1,13,0,84,26,258,9,13,6,143,108.4,101.7,187,76.3,0
Hypno,Pancham,15,0,15,230,270,15,9,4,97,103.7,140.8,148,74.8,6,0,130,26,52,13,13,2,674,123.3,100.2,147,57.9,1
Avalugg,Gengar,12,0,74,19,26,12,12,13,713,112.9,142.5,124,79.6,9,14,119,235,245,9,9,14,94,156.6,94.3,97,80.7,1
Scizor,Ivysaur,1,17,10,172,276,17,2,10,212,137.9,110.3,106,87.2,10,14,136,192,245,10,10,14,2,118.6,121.7,130,74.9,1
Meganium,Hitmonlee,10,0,136,105,84,10,10,11,154,111.5,138.4,130,82.1,6,0,20,47,23,6,6,7,106,142.5,121.4,91,70.3,1
Heatran,Banette,7,17,31,151,253,7,7,16,485,131.9,116.4,110,75.7,9,0,119,230,58,9,9,5,354,146.8,89.3,117,63.9,0
Medicham,Sableye,6,15,104,133,81,15,12,6,308,106.9,139.5,141,85.6,2,9,119,104,191,9,2,16,302,121.0,123.5,124,88.9,0
Gloom,Chandelure,10,14,1,245,164,14,14,5,44,122.6,114.9,130,70.7,9,7,77,95,230,7,7,9,609,151.4,106.9,91,67.4,1
Mantyke,Escavalier,18,8,7,4,285,18,8,18,458,100.8,163.0,120,78.1,1,17,8,79,211,1,11,18,589,133.9,116.8,107,77.1,0
Nuzleaf,Gengar,10,2,29,143,104,2,10,2,274,125.2,78.1,157,65.2,9,14,119,235,245,9,9,14,94,156.6,94.3,97,80.7,0
Serperior,Gourgeist (Small),10,0,136,105,4,10,10,8,497,110.2,143.6,128,84.2,9,10,40,230,227,9,9,10,711,117.0,153.4,106,79.8,1
Tangrowth,Meganium,10,0,136,192,216,10,10,16,465,121.8,112.0,135,72.1,10,0,136,105,84,10,10,11,154,111.5,138.4,130,82.1,1
Cetitan,Ariados,12,0,102,19,26,12,12,13,975,120.7,75.9,203,80.6,1,14,99,148,276,14,1,10,168,124.7,102.0,141,79.9,1
Castform (Snowy),Hawlucha,12,0,102,289,24,12,12,12,351,113.4,119.6,146,79.3,6,8,97,102,4,14,6,8,701,128.9,108.8,124,78.9,1
Loudred,Houndstone,13,0,5,251,61,2,13,5,294,125.2,80.7,178,59.5,9,0,84,201,230,9,15,9,972,121.0,131.2,117,74.2,0
Corsola,Garbodor,18,16,7,191,215,18,16,16,222,109.3,141.6,133,72.0,14,0,79,26,227,1,13,10,569,121.7,114.6,132,57.1,0
Swellow,Throh,13,8,143,31,4,8,8,8,277,136.7,98.6,121,66.9,6,0,87,26,34,6,13,6,538,110.3,107.8,170,52.4,0
Sandshrew,Tangrowth,11,0,116,218,60,11,16,11,27,118.5,113.4,127,75.3,10,0,136,192,216,10,10,16,465,121.8,112.0,135,72.1,1
Mismagius,Klinklang,9,0,40,230,55,9,9,2,429,133.8,120.8,104,68.2,17,0,92,161,297,17,17,4,601,124.9,140.2,102,68.2,1
Torracat,Ponyta,7,0,25,95,52,7,7,2,726,136.6,89.5,134,68.5,7,0,25,95,251,7,7,13,77,134.8,109.4,113,71.1,1
Hattrem,Chinchou,15,0,15,205,58,15,15,5,857,123.2,115.3,127,62.8,18,4,7,273,285,18,4,18,170,101.7,94.1,164,60.3,0
Lumineon,Drifloon,18,0,139,285,240,18,18,1,457,109.5,137.2,136,70.9,9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,1
Flygon,Popplio,11,3,23,226,71,3,11,3,330,129.2,109.6,123,79.0,18,0,139,13,11,18,18,18,728,113.4,99.2,127,63.3,0
Landorus (Incarnate),Runerigus,11,8,93,82,216,11,11,16,645,139.9,100.5,114,70.2,11,9,119,218,230,9,16,9,867,112.2,168.3,106,89.2,0
Escavalier,Grimer,1,17,8,79,211,1,11,18,589,133.9,116.8,107,77.1,14,0,97,244,166,14,14,11,88,121.5,88.0,171,78.8,0
Golurk,Shiinotic,11,9,95,235,81,11,9,6,623,133.9,96.7,129,87.3,10,5,4,164,227,9,5,10,756,116.8,132.3,124,73.2,1
Rhyhorn,Kleavor,11,16,95,43,251,11,11,13,111,113.4,110.2,158,72.8,1,16,36,296,253,1,1,16,900,144.2,105.1,102,77.1,1
Melmetal,Minun,17,0,134,65,258,4,17,6,809,121.5,107.8,141,87.3,4,0,106,273,111,13,4,10,312,116.8,126.8,129,68.7,1
Pangoro,Empoleon,6,2,81,47,172,6,6,2,675,134.5,92.0,134,89.5,18,17,91,125,78,17,18,8,395,125.8,115.9,122,80.1,1
Mismagius,Manectric,9,0,40,230,55,9,9,2,429,133.8,120.8,104,68.2,4,0,133,201,293,4,15,4,310,142.5,91.3,120,73.0,0
Grimer,Seviper,14,0,97,244,166,14,14,11,88,121.5,88.0,171,78.8,14,0,97,188,295,14,14,13,336,138.8,89.5,130,71.2,1
Espurr,Grimer (Alolan),15,0,15,205,86,15,15,10,677,113.4,108.4,145,63.5,14,2,97,52,245,14,2,14,88,123.6,86.0,171,76.2,1
Pachirisu,Charizard,4,0,137,270,273,4,4,4,417,91.6,157.1,142,85.2,7,8,25,21,71,7,7,3,6,132.2,108.3,117,78.5,0
Eevee,Eevee,13,0,106,262,60,13,13,11,133,100.0,108.4,135,59.4,13,0,106,262,60,13,13,11,133,100.0,108.4,135,59.4,0
Hatterene,Deoxys (Speed),15,5,14,205,192,5,15,10,858,144.0,116.5,93,69.9,15,0,13,204,262,4,15,13,386,140.8,131.6,86,47.8,0
Hawlucha,Donphan,6,8,97,102,4,14,6,8,701,128.9,108.8,124,78.9,11,0,95,276,26,11,10,13,232,125.8,112.0,126,83.6,0
Litleo,Castform,7,13,77,95,52,7,7,2,667,121.1,106.1,143,79.3,13,0,40,291,86,9,16,10,351,113.4,119.6,146,80.6,1
Elgyem,Rufflet,15,0,15,55,200,15,2,15,605,134.0,94.7,132,54.6,13,8,143,31,101,8,8,8,627,126.3,91.1,153,72.5,1
Popplio,Amoonguss,18,0,139,13,11,18,18,18,728,113.4,99.2,127,63.3,10,14,4,111,104,9,10,2,591,110.4,102.0,181,83.9,0
Revavroom,Axew,17,14,92,182,114,17,7,17,966,135.7,106.6,114,63.4,3,0,117,71,13,13,3,18,610,139.5,95.2,121,50.9,0
Dewgong,Falinks,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,6,0,16,258,154,6,6,1,870,128.2,119.8,113,68.4,0
Grotle,Claydol,10,0,108,26,86,10,13,10,388,118.3,116.1,138,67.8,11,15,95,218,131,11,16,12,344,102.7,173.3,121,88.4,1
Darmanitan (Standard),Tangrowth,7,0,77,216,182,7,16,7,555,151.3,71.4,137,69.5,10,0,136,192,216,10,10,16,465,121.8,112.0,135,72.1,1
Kricketune,Golbat,1,0,36,296,4,1,1,8,402,127.7,88.0,155,79.9,14,8,143,188,230,8,14,9,42,118.7,113.7,140,75.5,0
Mantine,Sceptile,18,8,143,4,131,8,8,12,226,106.2,163.1,122,81.1,10,0,36,105,32,1,10,3,254,136.9,108.5,110,77.3,1
Herdier,Hawlucha,13,0,116,60,273,11,11,4,507,119.7,110.9,141,69.0,6,8,97,102,4,14,6,8,701,128.9,108.8,124,78.9,1
Hippopotas,Poipole,11,0,116,218,60,11,16,11,449,115.3,111.1,152,84.9,14,0,97,245,89,14,14,1,803,119.7,113.6,137,68.1,0
Victini,Honchkrow,15,7,106,283,200,13,7,15,494,120.5,119.4,129,73.4,2,8,123,31,55,2,8,2,430,150.6,68.3,145,65.0,0
Corvisquire,Anorith,8,0,116,242,184,11,8,2,822,119.1,104.1,152,70.0,16,1,128,11,9,1,18,16,347,147.0,92.1,113,44.7,1
Cofagrigus,Guzzlord,9,0,119,230,55,9,9,2,563,112.2,168.3,106,81.4,2,3,23,38,245,3,2,14,799,113.3,65.5,266,86.3,0
Rotom,Misdreavus,4,9,4,273,176,9,4,9,479,133.6,123.0,102,69.3,9,0,105,55,237,15,2,9,200,124.1,119.0,122,73.8,0
Kecleon,Golem (Alolan),13,0,129,4,131,2,8,12,352,115.6,142.2,117,75.9,16,4,114,293,215,16,4,16,76,125.2,121.7,117,76.8,0
Teddiursa,Pumpkaboo (Average),13,0,84,262,49,9,13,6,216,130.2,90.8,142,65.0,9,10,4,111,104,9,10,2,710,114.3,116.0,126,76.4,1
Mr. Rime,Krokorok,12,15,15,137,200,15,12,15,866,129.0,114.1,118,60.4,11,2,95,52,84,11,2,11,552,133.6,87.4,142,71.9,1
Carbink,Boldore,16,5,112,191,164,16,16,5,703,84.9,247.9,126,90.3,16,0,95,216,43,11,16,11,525,123.3,110.7,131,64.2,0
Quagsire,Flapple,18,11,93,13,253,11,18,16,195,111.3,112.0,161,88.9,10,3,21,101,227,3,8,10,841,138.8,100.8,115,66.1,0
Shaymin (Land),Darumaka (Galarian),10,0,89,111,228,10,10,10,492,117.9,122.3,131,64.6,12,0,74,133,131,12,12,12,554,132.0,83.5,154,68.2,1
Golduck,Kabutops,18,0,139,49,146,18,6,18,55,125.5,112.2,127,73.0,16,18,36,253,9,1,16,16,141,135.5,121.0,100,70.6,0
Lombre,Crabrawler,18,10,7,224,111,18,18,10,271,106.7,112.6,142,61.8,6,0,7,48,194,18,18,6,739,135.7,99.1,122,59.6,0
Latias,Croconaw,3,15,21,162,267,3,15,4,380,124.5,137.9,105,64.0,18,0,139,133,52,18,12,2,159,118.8,118.8,134,70.8,1
Quaxwell,Kadabra,18,0,139,11,4,18,18,8,913,124.7,103.1,139,70.9,15,0,104,230,58,15,9,5,64,163.7,90.1,92,39.6,0
Eldegoss,Rampardos,10,0,11,111,86,10,10,10,830,109.1,159.7,118,66.7,16,0,121,216,97,16,16,7,409,164.6,66.3,125,56.1,0
Rowlet,Clamperl,10,8,83,227,86,10,10,10,722,98.3,95.8,154,53.0,18,0,139,26,285,18,13,18,366,124.4,126.0,105,63.6,1
Croconaw,Volcanion,18,0,139,133,52,18,12,2,159,118.8,118.8,134,70.8,7,18,77,245,182,7,14,7,721,135.6,117.4,103,70.2,1
Haunter,Mantine,9,14,119,235,133,9,9,12,93,161.2,85.5,100,80.3,18,8,143,4,131,8,8,12,226,106.2,163.1,122,81.1,0
Genesect,Elekid,1,17,36,296,265,1,1,13,649,141.1,111.7,100,82.6,4,0,134,270,34,4,4,6,239,126.0,97.5,120,69.1,1
Buzzwole,Pawniard,1,6,16,258,148,6,6,1,794,129.3,112.7,119,71.0,2,17,36,172,296,1,2,1,624,132.0,107.8,118,80.5,1
Zapdos,Leafeon,4,8,134,78,273,4,8,4,145,136.2,104.7,115,84.1,10,0,106,143,141,13,10,13,470,128.1,133.3,102,73.5,0
Frogadier,Seadra,18,0,7,260,4,18,18,8,657,135.4,99.2,123,67.5,18,0,21,127,24,3,18,12,117,132.6,114.5,111,53.8,0
Luxio,Beartic,4,0,124,293,52,4,4,2,404,134.1,91.1,137,65.8,12,0,102,133,146,12,12,18,614,134.9,94.6,129,69.6,0
Morpeko (Full Belly),Raichu,4,2,134,17,201,4,2,15,877,141.7,97.8,114,90.1,4,0,134,293,276,4,4,10,26,133.6,110.6,113,85.7,1
Aurorus,Tangela,16,12,102,289,156,12,12,16,699,114.1,105.7,163,87.9,10,0,136,111,245,10,10,14,114,125.0,121.7,117,65.6,0
Bulbasaur,Karrablast,10,14,136,192,245,10,10,14,1,111.8,105.9,120,58.7,1,0,36,296,79,1,1,11,588,127.7,85.7,127,71.4,1
Gumshoos,Machoke,13,0,5,218,52,2,16,2,735,134.9,85.7,144,58.0,6,0,81,49,213,6,6,13,67,127.7,97.2,141,81.8,1
Seaking,Gurdurr,18,0,97,79,137,14,11,12,119,123.1,105.9,140,75.8,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,0
Aerodactyl,Kingdra,16,8,112,216,82,16,16,11,142,135.0,103.9,118,65.3,18,3,21,180,175,3,3,18,230,121.8,126.1,119,70.3,0
Kingambit,Quagsire,2,17,92,104,139,17,2,17,983,126.8,112.8,123,80.3,18,11,93,13,253,11,18,16,195,111.3,112.0,161,88.9,1
Wigglytuff,Grimer (Alolan),13,5,14,137,262,5,12,13,40,115.8,75.5,220,85.7,14,2,97,52,245,14,2,14,88,123.6,86.0,171,76.2,0
Darmanitan (Standard),Spritzee,7,0,77,216,182,7,16,7,555,151.3,71.4,137,69.5,5,0,14,273,77,5,4,5,682,105.0,107.6,168,76.5,1
Urshifu (Rapid Strike),Lilligant,6,18,16,11,81,6,18,6,892,136.6,97.8,121,69.9,10,0,14,186,128,5,10,13,549,135.0,105.3,115,59.1,0
Monferno,Druddigon,7,6,25,97,147,7,7,6,391,129.6,95.4,139,68.8,3,0,23,71,172,3,3,2,621,131.4,110.5,117,76.5,0
Sylveon,Ribombee,5,0,14,205,164,5,15,5,700,118.9,121.2,131,78.0,1,5,28,58,41,5,5,1,743,136.9,106.6,112,63.2,0
Lunatone,Hariyama,16,15,105,216,164,15,16,5,337,119.8,108.8,143,74.8,6,0,32,282,117,6,6,17,297,125.6,75.5,186,79.9,1
Blissey,Wormadam (Trash),13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,1,17,8,41,139,1,1,17,413,105.2,150.9,134,85.2,0
Ponyta,Basculin,7,0,25,95,251,7,7,13,77,134.8,109.4,113,71.1,18,0,139,13,11,18,18,18,550,134.0,96.5,129,72.6,0
Dragonair,Onix,3,0,21,13,295,3,18,13,148,126.0,111.0,127,83.5,16,11,112,32,253,16,3,16,95,84.0,207.6,105,64.8,0
Ninetales,Wyrdeer,7,0,25,287,182,7,7,7,38,115.1,133.6,126,84.8,13,15,15,251,293,15,13,4,899,127.0,96.8,143,65.4,0
Tirtouga,Sandslash,18,16,139,260,9,18,18,16,564,113.9,132.0,130,67.2,11,0,116,218,172,11,16,2,28,120.5,121.1,126,81.5,0
Glaceon,Revavroom,12,0,75,19,137,12,12,12,471,137.2,124.1,96,63.0,17,14,92,182,114,17,7,17,966,135.7,106.6,114,63.4,1
Hakamo-o,Vanilluxe,3,6,23,71,34,3,3,6,783,115.5,134.8,124,85.7,12,0,4,19,99,9,12,17,584,131.5,116.8,110,62.7,0
Carracosta,Mandibuzz,18,16,139,146,9,18,18,16,565,121.8,127.9,118,63.2,2,8,123,55,4,2,2,8,630,92.3,149.2,176,91.8,0
Ninetales (Alolan),Sawk,12,5,102,289,58,12,12,5,38,115.1,133.6,126,84.5,6,0,97,26,34,14,13,6,539,141.0,99.8,113,63.5,0
Alakazam,Talonflame,15,0,104,92,230,15,7,9,65,157.0,103.1,88,58.5,7,8,77,101,31,7,8,8,663,122.1,114.7,131,85.4,1
Vespiquen,Unown,1,8,36,296,191,1,1,16,416,109.1,143.3,131,86.5,15,0,65,255,0,15,13,0,201,126.9,89.1,125,38.1,1
Beautifly,Beartic,1,8,79,7,240,1,8,1,267,146.4,81.9,128,59.7,12,0,102,133,146,12,12,18,614,134.9,94.6,129,69.6,0
Aerodactyl,Drifblim,16,8,112,216,82,16,16,11,142,135.0,103.9,118,65.3,9,8,40,137,230,9,12,9,426,119.8,75.0,208,87.4,0
Drifblim,Weavile,9,8,40,137,230,9,12,9,426,119.8,75.0,208,87.4,2,12,123,19,104,2,12,2,461,143.1,103.4,106,65.8,1
Frogadier,Parasect,18,0,7,260,4,18,18,8,657,135.4,99.2,123,67.5,1,10,36,296,51,1,1,14,47,124.2,118.3,122,76.0,0
Wailmer,Darumaka,18,0,114,224,26,16,18,13,320,117.4,68.3,239,81.1,7,0,30,92,95,7,7,7,554,132.0,83.5,154,71.2,0
Zangoose,Ho-Oh,13,0,36,47,172,1,6,2,335,144.8,87.1,122,78.2,7,8,77,31,84,7,8,11,250,123.6,128.2,114,73.5,0
Magmar,Bewear,7,0,81,92,226,6,7,11,126,136.6,107.5,112,77.0,13,6,119,258,251,9,6,13,760,130.4,85.6,154,78.6,1
Cresselia,Combusken,15,0,104,111,164,15,10,5,488,93.2,158.3,163,81.0,7,6,25,95,216,7,7,16,256,131.0,99.6,131,71.0,1
Lapras,Corphish,18,12,105,249,131,15,18,12,131,104.7,114.0,179,93.0,18,0,7,11,211,18,18,18,341,131.1,95.8,117,61.4,0
Elekid,Raticate (Alolan),4,0,134,270,34,4,4,6,239,126.0,97.5,120,69.1,2,13,106,52,213,13,2,13,20,107.5,130.7,148,78.8,1
Dusclops,Mismagius,9,0,40,133,235,9,12,9,356,103.1,198.9,106,92.4,9,0,40,230,55,9,9,2,429,133.8,120.8,104,68.2,1
Naganadel,Seadra,14,3,97,71,245,14,3,14,804,149.2,97.2,103,72.6,18,0,21,127,24,3,18,12,117,132.6,114.5,111,53.8,0
Bayleef,Simisear,10,0,89,9,86,10,16,10,153,105.6,141.6,141,72.3,7,0,31,52,97,7,2,7,514,136.6,94.5,126,63.6,0
Gloom,Geodude,10,14,1,245,164,14,14,5,44,122.6,114.9,130,70.7,16,11,112,218,216,16,16,16,74,123.5,123.5,113,66.0,1
Cinccino,Spiritomb,13,0,14,13,273,5,18,4,573,135.5,95.9,127,62.5,9,2,129,218,230,2,16,9,442,121.2,146.4,104,85.0,0
Grovyle,Aggron,10,0,106,143,4,13,10,8,253,137.4,101.7,117,73.4,17,16,92,218,267,17,16,4,306,116.1,154.0,107,80.8,1
Gigalith,Koffing,16,0,95,258,156,11,6,16,526,127.2,118.4,116,69.1,14,0,79,244,55,1,14,2,109,112.6,131.1,113,57.8,0
Hypno,Corphish,15,0,15,230,270,15,9,4,97,103.7,140.8,148,74.8,18,0,7,11,211,18,18,18,341,131.1,95.8,117,61.4,1
Houndoom,Loudred,2,7,30,104,97,7,2,7,229,140.8,94.9,119,67.5,13,0,5,251,61,2,13,5,294,125.2,80.7,178,59.5,0
Thievul,Greedent,2,0,129,172,187,2,2,5,828,121.7,123.1,123,84.6,13,0,93,26,276,11,13,10,820,107.5,110.7,175,80.6,1
Palossand,Floragato,9,11,4,226,230,9,11,9,770,116.6,120.4,136,75.6,10,0,83,111,187,10,10,5,907,124.9,111.0,129,58.1,0
Loudred,Bulbasaur,13,0,5,251,61,2,13,5,294,125.2,80.7,178,59.5,10,14,136,192,245,10,10,14,1,111.8,105.9,120,58.7,1
Sunflora,Rhydon,10,0,11,245,144,10,14,10,192,128.7,102.2,131,60.3,11,16,95,32,253,11,3,16,112,126.7,102.4,136,76.1,1
Mankey,Swadloon,6,0,81,49,213,6,6,13,56,137.0,81.5,113,67.0,1,10,8,86,240,1,10,1,541,106.7,147.9,133,72.1,1
Clodsire,Aurorus,14,11,99,84,253,14,11,16,980,94.2,119.4,209,92.1,16,12,102,289,156,12,12,16,699,114.1,105.7,163,87.9,0
Typhlosion,Tornadus (Incarnate),7,0,77,21,270,7,7,4,157,132.2,108.3,117,80.6,8,0,3,111,123,8,10,8,641,147.6,97.1,106,48.6,1
Abomasnow,Darmanitan (Standard),10,12,102,137,86,12,12,10,460,117.9,111.4,143,80.7,7,0,77,216,182,7,16,7,555,151.3,71.4,137,69.5,1
Muk,Lairon,14,0,97,270,55,14,4,2,89,117.3,111.3,146,76.2,17,16,92,218,26,17,16,13,305,114.5,142.8,120,84.9,1
Kingler,Gourgeist (Average),18,0,7,48,296,18,18,1,99,143.9,115.0,93,62.7,9,10,40,230,227,9,9,10,711,116.6,147.0,112,80.6,1
Wailmer,Totodile,18,0,114,224,26,16,18,13,320,117.4,68.3,239,81.1,18,0,139,11,52,18,18,2,158,110.9,104.2,127,59.9,1
Tangela,Oricorio (Pom-Pom),10,0,136,111,245,10,10,14,114,125.0,121.7,117,65.6,4,8,3,7,4,8,8,8,741,130.9,101.4,128,66.2,1
Ariados,Larvesta,1,14,99,148,276,14,1,10,168,124.7,102.0,141,79.9,1,7,25,95,41,7,7,1,636,131.7,99.2,130,66.7,1
Raticate (Alolan),Floette,2,13,106,52,213,13,2,13,20,107.5,130.7,148,78.8,5,0,136,58,200,10,5,15,670,114.3,133.7,128,71.6,0
Flygon,Oricorio (Pom-Pom),11,3,23,226,71,3,11,3,330,129.2,109.6,123,79.0,4,8,3,7,4,8,8,8,741,130.9,101.4,128,66.2,0
Maractus,Aggron,10,0,11,4,186,10,8,10,556,136.8,93.6,128,56.5,17,16,92,218,267,17,16,4,306,116.1,154.0,107,80.8,0
Octillery,Mankey,18,0,86,175,113,13,18,14,224,132.9,103.2,123,56.0,6,0,81,49,213,6,6,13,56,137.0,81.5,113,67.0,0
Monferno,Tyrantrum,7,6,25,97,147,7,7,6,391,129.6,95.4,139,68.8,16,3,23,156,52,3,16,2,697,130.2,113.4,116,66.2,1
Vaporeon,Inteleon,18,0,139,13,141,18,18,13,134,119.0,97.2,163,77.3,18,0,139,260,230,18,18,9,818,154.0,89.6,105,55.3,0
Tapu Fini,Blissey,18,5,139,260,169,18,18,5,788,115.3,155.3,108,77.9,13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,0
Rayquaza,Floette,3,8,23,32,69,3,3,8,384,146.5,92.0,113,72.9,5,0,136,58,200,10,5,15,670,114.3,133.7,128,71.6,1
Exeggutor (Alolan),Tornadus (Incarnate),10,3,23,227,67,3,10,3,103,134.4,94.2,131,63.6,8,0,3,111,123,8,10,8,641,147.6,97.1,106,48.6,0
